feature,mean_abs_shap
proto_i,2.765009047683439
resp_bytes,2.3892713593201425
resp_p,2.31150458978494
resp_pkts,1.0244350122462242
duration,0.6061472230751009
orig_p,0.6059704599511612
orig_pkts,0.2705110662721214
orig_bytes,0.15987747638334954
src_port,0.0
dst_port,0.0
