feature,mean_abs_shap
proto_i,2.838661219882686
resp_p,2.505190115313701
resp_bytes,2.2805275789039023
resp_pkts,1.0138931169289038
orig_p,0.7090972866125037
duration,0.6528354441869998
orig_bytes,0.17860680542824592
orig_pkts,0.15315558802691528
src_port,0.0
dst_port,0.0
