split,feature_set,model,val_auc,val_f1,train_auc,train_f1,overfit_gap_auc,overfit_gap_f1,selection_score,selected
split2_balanced_quota,baseline,hgb_balanced,0.9978877793226053,0.9842047930283224,0.9994668496908075,0.9865003367594951,0.0015790703682021512,0.002295543731172689,0.9965243582057111,True
split2_balanced_quota,baseline,et_balanced,0.9971282270229962,0.9818430034129693,0.9989857136161998,0.9854229118909069,0.0018574865932036166,0.0035799084779376544,0.9953045066069099,False
split2_balanced_quota,baseline,rf_balanced,0.9979686186768143,0.9852297592997812,0.999953211502824,0.9937752603475234,0.0019845928260097123,0.00854550104774221,0.994839947001874,False
split2_balanced_quota,baseline,logreg_balanced,0.8434782054875765,0.8802565051177704,0.8502958761073859,0.8837605926557587,0.006817670619809424,0.003504087537988254,0.8391933482931747,False
split2_balanced_quota,ebpf,hgb_balanced,0.9988817926063491,0.9897414854329093,0.9998614633403773,0.993601273847787,0.0009796707340281596,0.003859788414877663,0.9974270101356156,True
split2_balanced_quota,ebpf,rf_balanced,0.9986500173150453,0.9909514669591445,0.9999950773060284,0.9963045084996305,0.0013450599909831107,0.005353041540485992,0.9966392269344322,False
split2_balanced_quota,ebpf,et_balanced,0.9971864681903855,0.9856946354883082,0.9991693367964855,0.9910555621371875,0.0019828686060999745,0.005360926648879327,0.9948548022251157,False
split2_balanced_quota,ebpf,logreg_balanced,0.8804987930112749,0.8819967873470901,0.8875467611880288,0.885660105232232,0.007047968176753905,0.003663317885141959,0.8760589794516125,False
