headline_split,model,feature_set,rows,attacks,threshold_mode,target_val_recall,threshold,f1_reference_threshold,accuracy,precision,recall,f1,fpr,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high
split4_realistic,hgb_balanced,baseline,546207,247953,matched_recall,0.8712977921378567,0.0005442577858526561,0.0005295618616880587,0.679539075844872,0.8327537581117713,0.3679689295955282,0.5104051287215118,0.06143756663783218,0.9208717940390869,0.9200706917403685,0.9216490127293698,0.8638277993843357,0.8621870944872017,0.865409110173335
split4_realistic,hgb_balanced,ebpf,546207,247953,matched_recall,0.8712977921378567,4.756401296184135e-05,4.756401296184135e-05,0.664793750354719,0.7762322938936824,0.3675373962000863,0.49886685862555974,0.088082640970448,0.8004803384224983,0.7993685920374394,0.8016062844593147,0.7512446707792653,0.7495506098302145,0.7528987747409017
